"Measure","R_squared","Adj_R_squared","F_statistic","RMSE","MAE"
"Quell2h",0.190071437638902,0.146875247646311,4.40018987025244,0.0577532208420015,0.0385732161902563
"Quell24h",0.549143137205189,0.525097437856133,22.8374783046905,0.075757220383476,0.0602501703177901
"WA2h",0.147711362266264,0.102255968253799,3.24958930563346,0.149542426608698,0.105325182976416
"WA24h",0.5044435042492,0.478013824475824,19.0862510849395,0.195138779679856,0.155075875221526
